id,name,description,latitude,longitude,site_type,fee,source
,Free Camping,"Texas Hwy TX 17.  This is a nice picnic area pulloff just outside of Davis Mtns.  There is a bit of traffic on TX 17, and you are VERY close to the highway.  Not for light sleepers.  Texas allows overnight stays (36 hours), but no ""structures"" are allowed (tents?). Of course, many of their picnic/rest areas have no toilets and this one was no exception. Accessible to most vehicle types.  NOTE: This is a local party spot.  The area is trashed.  When we stayed there, three trucks pulled up and were apprently upset that we had parked in ""their"" party spot, honking their horns as they drove off.",30.601734,-103.913048,,,user
,Free Camping,"Location is approx.  US180 mile marker 5 access to BLM land.  Carlsbad NM is about 45 min North.  Open gate to access, Guadelupe Mountains National Park rangers recommended this as an overflow camping spot (when their campgrounds are full).  There might be cows.  Some spots are close to highway.  Very close to Guadelupe Mountain NP.",32.044888,-104.468395,,,user
,Free Camping,"Water Canyon, inbetween Magdalena, NM and Socorro, NM on US 60.  Very Large Array (VLA) Radio Telescope is an hour away or so.  There is a free campground with easier access for small RVs and short trailers on the way to this 4wd site.  Although named water canyon, there was no water to be found.",34.018818,-107.140114,,,user
,Free Camping,"Wildcat Forest Service road USFS 26, outside Moccasin Creek State Park in Georgia.  Not accessible to RVs or large trailers.",34.860619,-83.64373,,,user
,Free Camping,"""The Slab"" at Boca Chica State Park

East of Brownsville, TX, on route 4, 1/2 mile to Gulf of Mexico.

Free camping, swimming, and fishing.  No services! LAN at air port.

A large concrete slab and two palm trees left by the hurricanes.
Road noise from route 4.  Safe, as Border Patrol comes often.

Free camping also on 6 miles of beach for experienced sand drivers.",25.9925,-97.14833,,,user
,Free Camping,Minnie Peterson Campground.  Outside Olympic National Park and Olympic National Forest. Check on status before going!  Click for status.,47.819067,-124.173783,,,user
,Free Camping,"Meriwether Lewis Camp Site: Milepost 385.9 on the Natchez Trace Parkway. This is a free 32-site NPS campground with a pioneer cemetery, picnic tables, ranger station, exhibits, restrooms, and trails. The site is wooded with RV pull throughs and back-ins, but there are no hookups or dump stations. Clay soil gets muddy when it rains. Maximum continuous stay is 14 days. Southwest from Columbia, TN, on US 412, then south on the Trace from US 412; or north on the Trace from TN 20 between Howenwald and Summertown, TN. As a courtesy, check in with the campground host. Other free camp sites are Jeff Busby at milepost 193.1 and Rocky Springs at milepost 54.8.",35.52488,-87.45555,,,user
,Free Camping,"Quartzsite AZ
Miles of free BLM camping in the area around Quartzsite. A Huge RV and rock festival in Jan.  A lot of flea market type suff all winter.  Close to nothing here in the summer.
Water in town, no designated sites.  Camping East, West and South of town.
I was surprised I didn't find it on this site.",33.39411,-114.15144,,,user
,Free Camping,Known as Cathedral Campground and it is one of the only free campgrounds in the area! It is sponsored by a private entity but is located on national forest land. There are approximately 20 campsites and a central area to hold group gatherings. The only drawback is not much fishing in the area.,37.823,-106.602,,,user
,Free Camping,"Trailhead parking area at end of dirt road used mostly by climbers. Rangers won't bother you for any reason. Large area south end for tents. Water is available at Outward Bound right near the parking area.
N 35.8836 
W 81.8843",35.8836,-81.8843,,,user
,Free Camping,"Grapevine CG in Gila National Forest. Best choice for visiting the Gila Cliff Dwellings National Monument. Monument campgrounds are terrible but free also. This one is about 5 miles before the monument where NM Hwy 15 decends (gear WAY down so you don't ride your brakes the whole way) to cross the Gila River. Campground is bounded on the North by the East Fork of the Gila River. Two side-by-side pit toilets but no other amenities. Sites most often have a fire ring made of rocks by previous users. Steep entry road but good large landing for larger vehicles to turn right into campground at the bottom. If your RV is over 35', you probably shouldn't drive NM Hwy 15 in the first place, otherwise you should be confortable with mountainous grades and curves. GPS is for site at the east end of campground. Topozone map is very accurate and helpful. Avoid summer holiday weekends, too crowded. Gila Cliff Dwellings are a minature Mesa Verde that can be toured in two hours or less. Monument is 100 years old in 2007 so lots of history available. Gila Hot Springs is also a tourist destination between Grapevine CG and the Monument along Hwy 15. Convenience store and phone there. NO cell phone service.",33.176967,-108.201217,,,user
,Free Camping,"Moore Creek Campground, USFS 
On Mokelumne River - 12 miles on paved road from Hwy 88/Ellis Rd.  Steep grade - 3000 elevation change - good brakes required.
Trout Fishing, swimming, etc.
USFS Campfire Permit Reuired for campfires and outside propane stove use.  Nearest Office in Pioneer, CA on State Hwy 88.
Two other free USFS campgrounds nearby.
Primative camping along river West of Campground - no trailers or large RVs - smaller 4x4 Truck Campers accessable.",38.47964,-120.26684,,,user
,Free Camping,Newport Oregon.  This 20x60 pull out is at the 9 mile marker out of Newport Oregon on the the Yaquina River via the North Bay Road.  It's a pull out on a secondary road without a lot of traffic.  I see rigs parked there overnight several times a Summer.  I wouldn't stay longer.,44.58527,-123.96148,,,user
,Free Camping,"Florence, Oregon, Siuslaw National Forest.  At about the 179.5 mile marker of hwy 101, 10 miles north of Florence, is a horse shoe turn.  Forest Service road #58 starts in the middle of that turn.  The road is single lane with turnouts and steep at the beginning.  The steep part is paved.  About 3.5 miles in is a Forest Service horse camp marked Horse Creek Trailhead.  The camp has about 15 sites and most are back in but several are pull through and suitable for rigs up to 22-25 feet.  Each site has a small corral for horses.  Camping is free and does not require registration.  I've never seen more than about four sites occupied at any one time.  Drive time to Florence is about 30 minutes.",44.10762,-124.09438,,,user
,Free Camping,"From Tillman, SC head west from the gas station down the 2 lane hwy. maybe 8 mils or so you will see a road going off to the left with a sign saying boat launch. At the end of that road is the campground. Campsite is at the end of State Rd. S-27-201. Overall quality of the campsite is moderately poor.  The local police came by a few times and did not seem to be bothered that we were camping there.  Do not go to this campsite if you get bothered by bugs easy.",32.485082,-81.217679,,,user
,Free Camping,"Small little campsite on National Forest land on Crown Point Road towards the Brown Lake and Zimmerman Lake trailheads. Has a running stream next it to, and is only really suitable for short term camping. Fire ring, but no readily available firewood supply. There are a few campsites just off this side road.

Be careful in this vicinity to honor private land marking. Free camping along Pingree Park road is pretty much nil, as it's posted you must camp 1/4 mile from the ""highway."" Lots of ranger activity, so camp conservatively to avoid tickets. Have traveled passed this campsite several times, and it's usually in use.

Small RV's would work, but not suitable for longer monsters. Very comfortable for a VW Westfalia, you could probably fit 3. Doesn't need to be 4wd as the access roads are well maintained.",40.6543,-105.531,,,user
,Free Camping,"North Lake, NY
Western Adirondack lake
State land that allows camping free at established sites along the shore of North Lake.
Various site sizes from small to a big lot that can handle any size. Some spots on the road along the lake are narrow and you can get some tree branches scraping the rig a little but not too much. Great musky fishing!",43.52192,-74.94807,,,user
,Free Camping,"free campground (Private Land)
One thousand site belong to ""Le geant du motorise"" a big motorhome dealer everybody is welcome nice spot to visit Saguenay and Lac St-Jean",48.543,-71.318,,,user
,Free Camping,"Free dry camping behind George S. Patton Museum at Chiriaco Summit (exit I-10 at Chiriaco Road).  Gas, minimart, and restaurant nearby.  Look for sign ""Free Dry Camping"" at east edge of museum parking lot directing you to BLM area behind museum.  WWII tanks and armored vehicles stored nearby.  Visit museum for huge topo map of area and history of WWII Desert Training Center.  No facilities, look for multiple camp sites areas along several east-west dirt roads.  Dirt roads OK for cars/RVs.  Some freeway noise, but site is out of sight of service road.  For other choices, BLM land stretches along both sides of freeway going west past Cottonwood Road.",33.661,-115.722,,,user
,Free Camping,"Arivaca Lake. This spot is definately worth the trip. It seems to be a forgotten state park. It is clean and there is fishing here. Gets busy on the weekends, but very quiet when during week. The road is gravel, 4 wheel drive isn't necessary, but it would be difficult in a big rig. There is one camping spot in the first valley, but is worth going to the lake (almost 3 miles). The lots are level and great views.",31.53333,-111.25417,,,user
,Free Camping,"SLAB CITY--famous (infamous)
Free boondocking camping on abandoned military property. Water and Dump locations in small town of Niland, CA (2 miles)
Lots of very nice RV people, (and scattered pockets of lowlifes)",33.15643,-115.27446,,,user
,Free Camping,"Northwest on Hwy 550 out of Silverton, Colorado.  For the first mile or so there are turn-outs that lead right to the river, many of them have enough places for probably 50 cars.  

The local sheriff even stopped in to check on everyone.

Recommended for June - Sept.

Land is BLM.",37.808233,-107.679078,,,user
,Free Camping,"Antero Reservoir State Wildlife Area.
60 Primitive Campsites right on the water.  Pit Toilets, trash cans, fire rings. RV friendly.  Great fishing and boating.

5 miles SW of Hartsel, CO on Hwy 24.  CR 78 leads to the campsites (bear left at split).  (Lat and Long coordinates are of where CR78 hits hwy 24)",38.59238,-105.52037,,,user
,Free Camping,"Pashubbe Trailhead at the end of NF 6032 2.85 miles from U.S. 259 in the Ouachita National Forest, Kiamichi Ranger District. Site at the end of the road contains several places to park car(s) and place tent(s). There are several fire rings and although large the 2 times we've camped there, we had it to ourselves. The Ouachita Trail passes through as well. Before the end of the road are several places to park RVs as well. The 2nd time we were there, there were a few but were gone in the morning before we were. Nearest cities with amenities are Mena, AR and Talihina, OK.",34.66074596,-94.60155487,,,user
,Free Camping,"Ouachita National Forest, Kiamichi Ranger District, 6 miles east of Big Cedar, OK (junction of US 259 and OK 63) on OK 63. Turn left onto NF 6032. There a several places to pull in and park a car (even a small RV), between the road and the Kiamichi River. The river is always running so you could filter water. It's also very scenic. Haven't camped here myself but parked here for backpacking. Nearest town with amenities is Mena, AR, another 20 miles east.",34.646306,-94.542589,,,user
,Free Camping,"This is a great location south of Vegas.  Its in the middle of an old dried out lake bed (seasonal) and just of highway 95 that leads into Boulder City and Vegas from the south.  Good 3G cell coverage.  Absolutely no water, drainage or facilities!
Dirt bike / ATV playground. ",35.864167,-114.949444,,,user
,Free Camping,"This trailhead is not a secluded area, with WA State Hwy 2 just a few yards away.  There is no fee but inquire about recreation pass to avoid  (available at any FS Ranger office.) The altitude is about 4000 feet so nights are cold and windy. Winters are snowy in this pass, so summer is the best time. The Cascade Crest trail is behind the A-frame hut on the North side of the parking lot. Some backpackers park here for weeks at a time to hike this trail that goes all the way from Canada to Mexico. ",47.747406,-121.087733,,,user
,Free Camping,"This secluded dead-end road is not always well maintained. Large vehicles could find low branches a problem.  The gate at the bridge west of the open area is usually closed.  There are nice tent spots on the other side of the bridge. To the north along Nason Creek are several primitive campsites, some more accessible than others.  The area is rarely occupied.  I usually have my pick of sites.  The water in the creek is potable, but I boil it or add a few drops of bleach to each gallon just to be sure. The ranger may check this area occasionally during summer months. The fall sees in influx of local hunters.",47.774684,-120.915427,,,user
,Free Camping, Located approximately 62kms east of the Alberta Saskatchewan border this former campground from the 70's is on the TransCanada Hwy at turn off for the town of Piapot.  It is 24 kms from the next gas station in either direction.  There are 9 treed acres with many excellent level spots to camp on.  Either tents or RV's can be accommodated and access is easy for vehicles of any type.  Many truckers rest in the front of the property and campers head to the rear.  There is a plan for this old campground to be revitalized.,50.0012,-109.0745,,,user
,Free Camping,"Site is between deer creek, utah and swaines creek. It is just off of hwy 14 off strawberry ridge road. we spent a couple of weeks at this spot through the summer of 2009. the road is a well traveled ATV trail so it can be dusty if it has not rained in a while.",37.492347,-112.624666,,,user
,Free Camping,"High clearance, 4wd (some mud), short vehicle reccomended.  Cow patties, some highway noise, but not bad.  Easy access to wind cave, south of US385.  Road name is FS 324.1D.  Road ends at private property.",43.60189,-103.5496,,,user
,Free Camping,Nice camping spot.  Easy access on narrow but well maintained road (FS832?).  Gorgeous view of surrounding hills and creek below.  Near Hulett and Devils Tower.,44.64419,-104.38448,,,user
,Free Camping,"Camping all along the east side of Dolores Canyon. Highway 141 travels the bottom of Dolores Canyon from Highway 50 near Grand Junction down to US491 near 4 corners. Dolores Canyon is the real treasure here. I traveled up 141 and found Divide Road winding its way up the canyon wall. The road is dirt/gravel, but was easy to navigate on my fully loaded Harley, so I'm sure anything can make it. The road is wide enough for safe passing and the campsites (firerings) are all over the place up there, and the sites are of varying sizes, with some very large areas for multiple rigs. Great wildlife; I saw a mountain lion on the road going up. Part of the area is the Uncompahgre National Forest. The co-ords are for the start of the road up the canyon wall.",38.8375,-108.575,,,user
,Free Camping,"Jean,NV.
Exit 12, I-15 and hwy 161. 30 Miles south of Las Vegas. My NV atlas says there is a Rest Area / Visitor's center in Jean. Apparently, this is it.

This is a large, maintained, gravel, semi-official parking area across from the Shell station. Semi trucks park in the lot nightly and it's large enough to hold 50 semis, although most of the trucks park at the nearby casino. 

Great Verizon 3G signal, a couple TV channels, and safe with the Sheriffs stopping by the Shell station for coffee every few hours. 

You can also park at the Gold Strike without being harassed, although I feel obligated to partake of their decent $5 lunch buffet (M-F) if I use their space. 

This not a ""camping"" area but, if you need a place to park the RV for a day or two, it's fine. if you want to camp, head over to the dry lake bed spot off 95, just north of 165 turn.",35.78,-115.33,,,user
,Free Camping,"Little Scotia Campground

The campground and picnic area have been closed and abandoned. But that doesn't mean you can't stay there! No facilities, but the campsites are still marked, the street is paved. A little hard to find because the signs have been removed, but if you get here, it's a great secluded spot.",37.52906,-91.33038,,,user
,Free Camping,"Illipah Reservoir Located about 38 miles west of Ely 43 miles east of Eureka, NV on Highway 50.  The road in is well graded gravel any RV should be able to make it this is another great free BLM campground The campsites are large fairly level and will accommodate the largest travel trailer or RV Campsites have fire rings, covered picnic tables with wind breaks and a couple of restrooms are located around the site There is no water or dump station. The camp sites are larger and well separated and many overlook the reservoir If you have your pole and tackle with you the reservoir is stocked and feed by a natural stream. You will need an NV fishing License If your tow vehicle is a SUV or you have a toy hauler with ATVs the White Pine Ghost Trail is right there You can visit several ghost towns and mining camps within a few miles of the camping area. There is a 14 day limit.",39.33456,-115.38788,,,user
,Free Camping,"close to Jefferson lake, the nearest town is Jefferson, it is in pike national forest, the camping is 100% free, u have to pay to get into the lake, it isnt rv friendly, 4 wheel drive vehicles not needed but advised, there is areas for u to go 4 wheel driving",39.4505,-105.8625,,,user
,Free Camping,"On the shore of Merritt Reservoir. Samuel R. McKelvie National forest, ""trading post"" within 5 miles. 4x4 helpful but not required. Good fishing. Free camping, no registration, pack in and pack out, no garbage cans. About 25 miles from town of Valentine Ne. (hospital and full services)

BESSEY RANGER DISTRICT, NEBRASKA NATIONAL FOREST & SAMUEL R. McKELVIE NATIONAL FOREST & CHARLES E. BESSEY TREE NURSERY

District Ranger: Terry T. Baker
Nursery Manager: Richard Gilbert
Bessey Ranger District Office
PO Box 39
Halsey, NE 69142
308-533-2257
Office Hours:
 Monday - Friday 8:30-5:00 CT",42.63342,-100.898523,,,user
,Free Camping,"Near Superstition Mt. in California this is a locally well known spot for Jeepers, dirt bikers and campers.  This is in the desert and there are no facilities of any kind.  There is no charge of any kind.  During the weekend, especially on holiday weekends, this area can have a lot of people, then again, there is a lot of room.  On the week days it is usually empty.  Watch for the Blue Angels practicing overhead.   They can be spectacular and are a treat to see.
The location is west of Huff Rd.",32.89603,-115.72082,,,user
,Free Camping,Located near the Salton Sea this camp area overlooks a desolate area with some spectacular views in the evening sun.  There are no facilities.  This is outside of the Anza Borrego desert.  On the week days this is usually deserted.  Several areas for camping are along the ridge and on the other side of the road are more opportunities.,33.27901,-116.05833,,,user
,Free Camping,"In the Anza Borrego desert, this is an out of the way place.  Be sure to see the old deserted homestead.  Follow the dirt road to the end where a hiking trail leads up the mountain to the homestead.  Camping is allowed anywhere in this general area.  Pit toilets are near the road.  Otherwise no facilities.",33.03769,-116.40954,,,user
,Free Camping,"Take Boone road for 4 miles.  This is a dirt road that is well graded and easy to travel.  You'll not find a much starker place than a dry lake bed.  If you like the desert and like exploring, there are many roads, some quite rough.
Weather in the high desert can change dramatically, be prepared.",34.40964,-116.51304,,,user
,Free Camping,"Go through town heading North on Main Street to Old Bridge Road. It is across from the A&W over the railway tracks. As you go down the hill you will see the Fraiser River on your right. You can see a big open area just past the trailer park. The land is owned by the city of Lillooet. Met some nice people walking there dogs there & fishing and enjoied the River. The best place to eat is Dina's Place (Greek)and there is a good bakery across the street from the ESSO gas station. Very Interesting History, Nice folks.",50.708056,-121.9175,,,user
,Free Camping,"Pierre Natl Grasslands. I believe there are various area in here where you can free camp. No campgrounds though.
This one is by a pond at Richland Dam. This is one of the areas specifically designated as ok to camp on their map (as of when we were here on 09/10). Nice spot if your willing to travel down a few dirt roads.

This is boondocking. Only amenity I saw was a porta potty some distance away.",44.1486,-100.409,,,user
,Free Camping,"Hickey Gap Campground
Chattahoochee National Forest",34.896631,-84.678754,,,user
,Free Camping,"FREE  Congaree National Park, 100 National Park Rd, Hopkins, SC 29061-9118 Tel: 803-776-4396

Getting there:  From Charlotte (Approx. 110 miles)  Take Interstate 77 South for approximately 95 miles to Exit 5.   Follow directions below from I 77, Exit 5.  From Interstate 77, Exit 5

At Exit 5 turn off onto SC Hwy 48 East (Bluff Rd.), following the brown and white Congaree National Park directional signs. Travel southeast approximately fourteen miles on SC Hwy 48 (Bluff Rd.) toward Gadsden and turn right onto Mt. View Rd. Follow Mt. View Rd. for 0.8 miles. Turn right onto Old Bluff Rd. and travel 0.6 miles. At the large park entrance sign, turn left onto the park entrance road and proceed one mile to the Harry Hampton Visitor Center. Parking lots will be on the right.

Watch for Bluff Road, it veers to the right and can be missed.

Congaree National Forest is about 20 miles from the Capital (Columbia SC)

Primitive camping is free and allowed in the park by permit only. Permits may be obtained at the Harry Hampton Visitor Center from 8:30 a.m. to 5:00 p.m. (and until 7:00 p.m. on Friday, Saturday and Sunday during Daylight Savings Time). 

State or government issued identification is needed to obtain a camping permit. Permits are available on a first come first served basis on the day of your stay.
Maximum length of stay is 14 consecutive days and no more than 28 days in any 6 month period. Restrooms at the Harry Hampton Visitor portables toilets are available at the After Hours Campground.  Potable water is available from the spigot on the south side of the Harry Hampton Visitor Center. Please ask a ranger for the spigot key.
Fires are permitted in designated fire rings only. No campfires are permitted in the backcountry.  External wood sources are prohibited from entering the park. Only dead and down wood found within the park may be used. Glass bottles and kegs are prohibited in the park.  You may camp in your car, pop-up trailer, or RV with a valid camping permit.  The After Hours Campground is located beside the After Hours parking lot.  There are 8 sites. Each site is limited to 8 campers.
Portable toilets are available.  Congaree National Park is open 24 hours a day, 7 days a week.",33.83167,-80.8275,,,user
,Free Camping,"Wolf Flats - Free Targhee National Forest campsites.  Toilet areas, fire rings with grills that come up over the pit, free sites on either side of the road for approx. 8 miles.  Very close to Heise Hot Springs and Kelly Canyon ski hill.  Beautiful country.",43.598333,-111.609167,,,user
,Free Camping,"Swasey's Beach Campground, BLM campground, no fees!  Awesome camping on banks of Green River for tents or RV's (at least 12 sites available, some for tents only).  About 12 miles north of Green River, UT.  From town of Green River, head east on Main St to Hastings Rd, turn left.  Road is paved until just before Swasey's Beach, campground is on left just past Swasey's takeout; area is often used for day use by those from river rafting.  Swasey's accessible with standard auto.  Many more free sites further north of Swasey's along the river, though the road can be a bit difficult for RV's during rainy season.",39.11232271,-110.1090574,,,user
,Free Camping,"This is a single campsite overlooking Indian Valley Reservoir. It can be accessed with any type of vehicle although during the rainy season or during the winter, it may be not be advisable to try to get there. To get there, you can take Hwy 20 and exit at Walker Ridge Road. From this point on it is all dirt road. Continue towards the highest peak on the east side of the reservoir. When you get to the top of the mountain you will begin traveling down the north side and about a mile or so from the top, there is a road to the left. Take that and continue on it to the end at the campsite. It is completely free and on public land. There is a flowing spring nearby and a large tree providing shade over the campsite. Hunters use this site often as there are dear, wild pig, bears, and numerous other wildlife in the area.",39.099576,-122.497894,,,user
,Free Camping,"Easy access just off the Million Dollar Highway and there are an abundance of good ""sites"" to choose from, although no amenity's such as picnic table or fire rings.Level ground with lots of trees for shade..There is a creek running along the entire length of the Co Rd 20D. Water is clear but not sure if it is drinkable as the rocks in it seem to have a lot of red iron deposits on them. For those with atv's,4x4's or who like to hike..there are trails EVERYWHERE in this area (Check out Black Bear Pass, and Imogene Pass) Land is almost entirely BLM.(San Juan National Forest) Hundreds of abandoned mines to explore if thats your thing as well.There was a group of seven RV's in one of the clearings when I was there, so if your travelling with others you CAN group up, theres plenty lots of open room for that as well, or you can stay private with no problem. The town of Ouray is 8.3miles to the north,Silverton is 15mi to the south, for shopping and such.Durango is 62.5mi to the south.  I was told about this location by a BLM Warden.He said there are several others along Hwy#550 (the Million Dollar Highway) because people misjudge the time it takes to travel due to its extreme curviness and the photo opportunities it provides.When in this area, don't be afraid to ask where you can stay for free because the possibilities are limited only by the vehicle you drive and the people are very friendly and helpful. This area is comprised almost entirely of the San Juan NF (south of Ophir) or Uncompagre National forest to the north. ",37.936354,-107.676578,,,user
,Free Camping,"I found this area when I was on a motorcycle camping trip and Pawtuckaway state park was full.  its down a dirt road on top of a hill.  Camp fire is in the corner next to an old stone wall. I'm not sure if this is private land but it is secluded with no houses around and I had no problems, on a map its next to Woodman marsh wildlife management area. The site is on woodman rd, if you come from the lower deerfield rd side the road is suitable for just about any car, if you come from the coffeehouse rd side you might need 4x4 because of some puddles and rocks (I went this way and got my bike around the puddles).  both roads are off of rt 43 and lower deerfield rd turns into woodman where the site is located. coming from deerfield rd there is a pond and marked hiking trail at the start of woodman, go up the small hill and to your right is a small open field, turn into the field and you will see a little ""nook"" where there is a small fire place.",43.1704,-71.18463,,,user
,Free Camping,"This small campground is located in Cherokee National Forest just northeast of Benton TN. Site number one is usually spoken for but there are 7 others to choose from. There is about a mile between most sites. Traffic was minimal. I saw about 6 cars in the 2 days I was there. Also there is a modern campground a couple miles away where I was able to shower and replenish my water supply. Some sites are more secluced than others, some have pullthrus others don't. The site I stayed at (two) was against a river and a creek.
Directions: Take US 441 north from Benton TN for about 8 miles then turn right on Spring Creek Rd. It runs along the Hiwassee River to the right. At about 1.75 miles the road sharply curves to the left into Gee Creek Rd 2. There will be another left curve just before site one. The camping is unmarked other than site numbers.",35.25,-84.5,,,user
,Free Camping,"This parking lot is used by truckers & is for short stays only, less than a week, & is close to many restaurants, grocery stores & auto service centres. No services available. At the junction of Provincial Highway 401 & Highway 29.",44.59933,-75.70319,,,user
,Free Camping,"Fish Hawk Point on Lake Hawkins.  Directions:  West of Hawkins on US 80 turn right (North) on County Road 3440.  Follow CR 3440 along the West side of the lake for several miles until you reach a public boat ramp next to a small Italian Restuarant.  To the right just before the restuarant turn into Fish Hawk Point.  This park has no sign but does have two signs, one stating ""tents only"" and the other indicating a public restroom.  The road follows the ridge of a penninsula.  It is a little steep but many tent locations are available.

The bathroom (men's and women's) have flush toilets nut no sinks.  The men's bathroom has a faucet on the supply to the toilet.  This is an unsupervised coounty park.  The bathrooms were dated but clean because the county has someone come out once or twice a week to pick up trash and keep the bathrooms presentable. The lake has really clean water and a couple of areas to swim with sandy bottoms.  

The road ends in a circle and the park gets a lot of traffic all night long.  

This would be a good stop if you were traveling between Dallas and Shreveport.  It is not far off of US 80 (the old highway between Dallas and Shreveport before Interstate Highways) and can be reached in Terrel and Longview.  ",32.619563,-95.251959,,,user
,Free Camping,"Only free sites at Angostura state park.  The other two hundred sites charge $18.00 a day plus entrance fee.  The free sites are located on the WEST side of Angostura lake.  Go approximately five miles south of Hot Springs, SD on Hwy 71.  Turn left on Sheps canyon road (gravel), go approximately four miles, turn RIGHT just past the trailer court and proceed approximately three miles.  There are around four sites. They are typically used on the weekend by walleye fisherman who may be noisy late at night.  I have never seen all the spaces taken on a weekday.  The sites are very close to the lake.  Pit toilet.  Primitive.  Boat dock.  These are not graded sites so it may take a while to level the vehicle.  Okay for motor homes but a full size bus might be too big. Fishing, swimming, and boat dock.  Nearest store is in Hot Springs.  Fairly secluded sites for being near a fishing, swimming, skiing, and recreational lake. I verified with State Game Fish & Parks on 11/9/12 that these sites were still free.  During dry summers no fires are allowed.",43.297409,-103.446858,,,user
,Free Camping,"Located in the Santa Fe National Forest (USFS), Big Tesuque is a walk in campground not conducive to trailer or RV camping. It's a 30 minute drive from downtown Santa Fe. There are 10 units, Picnic tables and grills, and vaulted toilets in the parking lot. There is no potable water, but there are two rushing streams, and no campground host. For potable water, you can stop at the Black Rock campground located in Hyde Park (the first campground you come to on NM 475) -- there is a water spigot next to the vault toilet. There is a maximum stay of 14 days.

The entire area is very scenic, and NM 475 is also designated as the Santa Fe Scenic Byway. Because of the large stands of aspen trees, the area is very busy, especially in the fall aspen viewing season. There are additional recreation opportunities along NM 475, both above and below Big Tesuque Campground, including hiking and biking trails, picnic areas, and in the winter both nordic and alpine skiing and snow shoeing. Tesuque is pronounced ""Teh-soo-key"".

",35.76917048,-105.8086099,,,user
,Free Camping,"Cozy camp spots nestled in a canyon next to a river. There are no amenities or toilets. There are around 10 spots that consist of semi-level ground and a few rock rings for fire pits. Most spots are less than 50 feet from the road, so you'll hear cars during the day (not too many pass by at night).

The turn off to the campsite is approx. 9 miles from Highway 285 in Buena Vista. You'll pass Rainbow Lake, and it's the second turn off to the left. If you see a turn off to the right, you've gone too far.

Approx. 3.5 miles towards Buena Vista is Cottonwood Hot Springs, a very relaxing paid hot springs resort. The campsite is within a quarter mile of the Colorado Trial, so there are great hiking opportunities nearby. Check out Cottonwood Lake off of Highway 343 for fishing, camping, kayaking, hiking and 4-wheeling in the summer, and snowmobiling, cross-county skiing, ice skating and ice fishing in the winter. ",38.8128,-106.281543,,,user
,Free Camping,"Access road to the Fontana Lake Dam
(Dirt road right next to small waterfall). Drive a mile up on the road (stop right before the road gate).
Awesome place for a night on the middle of the woods.",35.45351,-83.84024,,,user
,Free Camping,"4wd accessible.  I pulled my popup to this site, but while I didn't need 4wd, I would not recommend a 2wd vehicle, in case it got sloppy.

Only one spot, at end of a Forest Service Road spur.  Next to a meadow.  We didn't see any large animals, but did find bear scratching on tree stumps when we hiked around.

Look at this location on a satellite image, and see how to get here from Jefferson, CO.  GoogleEarth says CR 54.  Take it west, past the Jeffereson Lake camping turnoff.  At ""Y"", bear right.  You'll eventually pass another FS campground.  About .65 mile after that campground, on a right hairpin turn, go left onto Forest Service Road 136.  As I said, best to look at a satellite image.  If in GoogleEarth, make a route, and save to your GPS.",39.393144,-105.893485,,,user
,Free Camping,"Laura's Overlook - Head south on Hwy 285 from Fairplay, CO, 3.65 miles from the stoplight.  Turn west (right) on CR 20.  Go 2.15 miles to a right turn onto a gravel road.  It will do a 90 degree turn to left.  Follow it 1.1 miles (from the pavement) to a ""Y"".  The right leg will go to Brown's Pass.  The left leg crosses a creek 
(If creek is too full, don't cross creek.  Follow other leg (towards Brown's Pass), and find a spot along that road.  Many to choose from.), and heads up the hill.  Go .3 mile from the ""Y"", to the top of the meadow.  Go south just to the edge of the meadow.  Great view!

Not flat, but easy to shim trailer wheels.  You can also camp in the woods, if you are tenting.",39.169921,-106.065662,,,user
,Free Camping,"SE of Steamboat Springs, CO, between the summits of Rabbit Ears Pass. On a ridge, with a very nice overlook to the east.  While next to the Forest Service road, it is sheltered from the road by trees.  

About 3.86 miles south of US 40, between the two summits of Rabbit Ears Pass.  Easy to get a trailer to, but would recommend a truck as a tow vehicle, as higher clearance is preferred.  Can be 2-wheel drive.  Site can handle up to 35' trailer, but that will be tight turning into or out of the site.

If you want to mtn bike, you can do that on the FSR.  Other areas to mtn bike nearby, also off of Hwy 40.  

Very peaceful all the time.  Open after all snow is gone (early June, normally), until after most hunting seasons close (Oct.)  Routt National Forest.",40.34178,-106.62751,,,user
,Free Camping,"Redington Pass (Coronado National Forest)
Completely free and legal. Regularly patrolled by sheriffs department.
East of Tucson. You take Tanque Verde until it turns into a dirt road. There are several RV friendly flat spots available at the beginning of the dirt road, and another 10 or so spots available on the mountainside. Smaller campers, vans, and tents frequently use these spots. Washboarding and steep climbs from the mountainside up, but you can easily back into the spots. 
Tanque Verde Falls is easily accessible from this area, as well as several top notch 4WD trails a little further back. ",32.262409,-110.620099,,,user
,Free Camping,"Lake Mead Recreation Area
Lower Governtment Wash
It's $10 for entry to the park, but that will get you up to 7 days. $20 will pay for a year. 
Take Northshore Road/ NV167 to Lower Government Wash Road. It'll end at a big parking lot with bathroom facilities. Go through the parking lot to get to the dispersed camping sites. There are tons! Waterside to secluded spots... Tons of them! Lake Mead should provide lots of entertainment, but Las Vegas is only a 40 minute drive. Endless entertainment possibilities are readily available. ",36.131396,-114.837265,,,user
,Free Camping,"Wild Horse Pass Casino (south of Phoenix)
Free RV camping in the RV lot around back. No registration necessary. 
You're parking with the big rigs, so it might get a little noisy. ",33.280039,-111.971349,,,user
